Program Acronym,Program Full Name,User Facility Acronym,User Facility Full Name,User Facility Host Institution Acronym,User Facility Host Institution Name,Project/Experiment Title,Project/Experiment Type,Home Institution Name,Home Institution City,Home Institution State/Province/Territory,Home Institution Country,Industry?,Home Institution Type
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Argonne Training Program on Extreme-Scale Computing 2025,Non-Proprietary,"Kitware, Inc.",Clifton Park,NY,United States,Yes,Small Business
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Argonne Training Program on Extreme-Scale Computing Instructors,Non-Proprietary,"Kitware, Inc.",Clifton Park,NY,United States,Yes,Small Business
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Enabling Cosmic Discoveries in the Exascale Era,Non-Proprietary,TechTrans International,Houston,TX,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Extreme-Scale Cosmological Hydrodynamics,Non-Proprietary,TechTrans International,Houston,TX,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Extreme-scale Cosmology  - The Last Journey,Non-Proprietary,TechTrans International,Houston,TX,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Exascale Cosmology: Lighting up the Dark Universe,Non-Proprietary,TechTrans International,Houston,TX,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Probing the Primordial Universe with Exascale Simulations,Non-Proprietary,TechTrans International,Houston,TX,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,ALCF Training,Non-Proprietary,TechTrans International,Houston,TX,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Pathfinding Integrated and Automatic Experimental Analyses for DIII-D Research,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,IRI explorations,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Integrated Research Infrastructure,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Argonne Training Program on Extreme-Scale Computing Instructors,Non-Proprietary,Intel Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Extreme Scale Unstructured Adaptive CFD: From Multiphase Flow to Aerodynamic Flow Control,Non-Proprietary,Intel Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Design and evaluation of high-efficiency boilers for energy production using a hierarchical V/UQ approach,Non-Proprietary,Intel Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,ALCF Training,Non-Proprietary,Intel Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,GPU Hackathon,Non-Proprietary,Intel Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,GPU Hackathon,Non-Proprietary,Intel Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Pathfinding Integrated and Automatic Experimental Analyses for DIII-D Research,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,IRI explorations,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Integrated Research Infrastructure,Non-Proprietary,General Atomics,San Diego,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Foundation models for predictive molecular epidemiology,Non-Proprietary,Nvidia Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,ALCF Data Science and Workflows Allocation for Collaborators,Non-Proprietary,Nvidia Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,GPU Hackathon,Non-Proprietary,Nvidia Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Exascale Design of Molecules for Energy Storage,Non-Proprietary,Nvidia Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,MOFA: Generative AI-driven MOF discovery for carbon capture at exascale,Non-Proprietary,Nvidia Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Training of language models on large quantities of scientific text,Non-Proprietary,Nvidia Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,ALCF Data Science and Workflows Allocation for Collaborators,Non-Proprietary,Nvidia Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Validation of Stability Simulations  and Predictive Scaling Toward Next Step FRC Fusion Device,Non-Proprietary,"Tri Alpha Energy, Inc.",Foothill Ranch,CA,United States,Yes,Small Business
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,High-Fidelity Simulations of Open Fan/Wing Integration for Sustainable Aviation,Non-Proprietary,General Electric Company (GE),Fairfield,CT,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,ALCF Training,Non-Proprietary,General Electric Company (GE),Fairfield,CT,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,VeloC: Very Low Overhead Checkpointing System,Non-Proprietary,Intel Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,GRTeclyn: Simulations of Binary Black Hole Mergers with Full Numerical Relativity,Non-Proprietary,Intel Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,High-fidelity gyrokinetic simulation of tokamak and ITER edge physics,Non-Proprietary,Jubilee Development,Cambridge,MA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,High fidelity simulation of fusion reactor boundary plasmas,Non-Proprietary,Jubilee Development,Cambridge,MA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Argonne Training Program on Extreme-Scale Computing Instructors,Non-Proprietary,Intel Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Advances in Quark and Lepton Flavor Physics with Lattice QCD,Non-Proprietary,Intel Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Extreme Scale Unstructured Adaptive CFD: From Multiphase Flow to Aerodynamic Flow Control,Non-Proprietary,Intel Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,High fidelity simulation of fusion reactor boundary plasmas,Non-Proprietary,Intel Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,GPU Hackathon,Non-Proprietary,Intel Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,VASP_Aurora,Non-Proprietary,Intel Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Argonne AI Training Program,Non-Proprietary,Nvidia Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Nuclear quantum Monte Carlo,Non-Proprietary,Nvidia Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,ALCF Data Science and Workflows Allocation for Collaborators,Non-Proprietary,Nvidia Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,GPU Hackathon,Non-Proprietary,Nvidia Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Neutrino interaction simulations for the ICARUS experiment,Non-Proprietary,Nvidia Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,GPU-Accelerated Neutrino Software,Non-Proprietary,Nvidia Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Computation of Transitional and Turbulent Drop Flows for Liquid Carbon Dioxide Drops Rising in Seawater,Non-Proprietary,Amogy Inc.,Brooklyn,NY,United States,Yes,Small Business
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Trillion Parameter Consortium,Non-Proprietary,Cerebras Systems Inc.,Sunnyvale,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,High fidelity simulation of fusion reactor boundary plasmas,Non-Proprietary,Intel Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Nuclear quantum Monte Carlo,Non-Proprietary,Next Silicon Inc.,Minneapolis,MN,United States,Yes,Small Business
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Ab-initio Nuclear Structure and Nuclear Reactions,Non-Proprietary,Next Silicon Inc.,Minneapolis,MN,United States,Yes,Small Business
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,Operator Backpropagation Simulations,Non-Proprietary,Nvidia Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
ASCR,Advanced Scientific Computing Research,ALCF,Argonne Leadership Computing Facility,ANL,Argonne National Laboratory,ALCF Data Science and Workflows Allocation for Collaborators,Non-Proprietary,Intel Corporation,Santa Clara,CA,United States,Yes,For-Profit Organization (Other than Small Business)
